-1.472546554139994690e+00,9.999786281359740459e-01,6.055703872207841008e-05
-1.471852109695550137e+00,9.999739638513763795e-01,6.055703872207841008e-05
-1.471157665251105806e+00,9.999547430467345954e-01,6.055703872207841008e-05
-1.470463220806661253e+00,9.999741906719520346e-01,6.055703872207841008e-05
-1.469768776362216922e+00,9.999018566563717680e-01,6.055703872207841008e-05
-1.469074331917772369e+00,9.999605075446034164e-01,6.055703872207841008e-05
-1.468379887473328038e+00,1.000077451215122704e+00,6.055703872207841008e-05
-1.467685443028883485e+00,9.999229080944579406e-01,6.055703872207841008e-05
-1.466990998584439154e+00,9.999670368365997097e-01,6.055703872207841008e-05
-1.466296554139994601e+00,1.000043282672114398e+00,6.055703872207841008e-05
-1.465602109695550270e+00,1.000023920231633889e+00,6.055703872207841008e-05
-1.464907665251105717e+00,9.999017032255351767e-01,6.055703872207841008e-05
-1.464213220806661386e+00,1.000041759661240537e+00,6.055703872207841008e-05
-1.463518776362216833e+00,9.999940077646807257e-01,6.055703872207841008e-05
-1.462824331917772502e+00,9.999701850976607798e-01,6.055703872207841008e-05
-1.462129887473327949e+00,9.999867599920573280e-01,6.055703872207841008e-05
-1.461435443028883618e+00,9.999306067109647866e-01,6.055703872207841008e-05
-1.460740998584439065e+00,9.999296823694959757e-01,6.055703872207841008e-05
-1.460046554139994734e+00,9.999208339029829196e-01,6.055703872207841008e-05
-1.459352109695550181e+00,9.999468624992641219e-01,6.055703872207841008e-05
-1.458657665251105851e+00,9.999894821426273950e-01,6.055703872207841008e-05
-1.457963220806661298e+00,1.000017508115790266e+00,6.055703872207841008e-05
-1.457268776362216745e+00,9.999779636357563062e-01,6.055703872207841008e-05
-1.456574331917772414e+00,1.000007295846871092e+00,6.055703872207841008e-05
-1.455879887473327861e+00,1.000020143839088105e+00,6.055703872207841008e-05
-1.455185443028883530e+00,9.999952799638982537e-01,6.055703872207841008e-05
-1.454490998584438977e+00,1.000008354727531579e+00,6.055703872207841008e-05
-1.453796554139994646e+00,1.000036524172874808e+00,6.055703872207841008e-05
-1.453102109695550093e+00,1.000016982915093999e+00,6.055703872207841008e-05
-1.452407665251105762e+00,9.999388085286032846e-01,6.055703872207841008e-05
-1.451713220806661209e+00,9.999753962026474152e-01,6.055703872207841008e-05
-1.451018776362216878e+00,1.000020162545416369e+00,6.055703872207841008e-05
-1.450324331917772325e+00,9.999653619988669861e-01,6.055703872207841008e-05
-1.449629887473327994e+00,9.999395022555250812e-01,6.055703872207841008e-05
-1.448935443028883441e+00,1.000041415144147461e+00,6.055703872207841008e-05
-1.448240998584439110e+00,1.000022180323637988e+00,6.055703872207841008e-05
-1.447546554139994557e+00,9.999208767299950784e-01,6.055703872207841008e-05
-1.446852109695550226e+00,1.000015153863817563e+00,6.055703872207841008e-05
-1.446157665251105673e+00,1.000036728907476524e+00,6.055703872207841008e-05
-1.445463220806661342e+00,9.999952369032809596e-01,6.055703872207841008e-05
-1.444768776362216789e+00,1.000007548111565781e+00,6.055703872207841008e-05
-1.444074331917772458e+00,1.000018801907208710e+00,6.055703872207841008e-05
-1.443379887473327905e+00,1.000044361524391467e+00,6.055703872207841008e-05
-1.442685443028883574e+00,1.000029280925915032e+00,6.055703872207841008e-05
-1.441990998584439021e+00,1.000039182594374187e+00,6.055703872207841008e-05
-1.441296554139994690e+00,1.000038472771557441e+00,6.055703872207841008e-05
-1.440602109695550137e+00,9.999343745068350886e-01,6.055703872207841008e-05
-1.439907665251105806e+00,9.999734055679353473e-01,6.055703872207841008e-05
-1.439213220806661253e+00,1.000109874800383825e+00,6.055703872207841008e-05
-1.438518776362216922e+00,9.999723966300467781e-01,6.055703872207841008e-05
-1.437824331917772369e+00,1.000115884857926574e+00,6.055703872207841008e-05
-1.437129887473328038e+00,9.999462526149078823e-01,6.055703872207841008e-05
-1.436435443028883485e+00,1.000000872916918970e+00,6.055703872207841008e-05
-1.435740998584439154e+00,1.000022229935525697e+00,6.055703872207841008e-05
-1.435046554139994601e+00,1.000135964841769143e+00,6.055703872207841008e-05
-1.434352109695550270e+00,9.999452303187400526e-01,6.055703872207841008e-05
-1.433657665251105717e+00,1.000079732348372774e+00,6.055703872207841008e-05
